# Resultant (after processing) measured flexural accelerances (m/(s^2N)) for flexural wavenumber estimation at respective locations 
# frequency, at 0.25 m, at 0.325 m, at 0.4 m, at 0.475 m, at 0.55 m, at 0.9 m, at 0.975 m, at 1.05 m, at 1.125 m, at 1.2 m, at 1.575 m, at 1.645 m, at 1.65 m, at 1.685 m, at 1.725 m, at 1.765 m, at 1.8 m, at 1.805 m, at 1.875 m
0.000000e+00+0.000000e+00j,7.182312e+00+0.000000e+00j,1.436198e+01+0.000000e+00j,2.229774e+01+0.000000e+00j,7.083101e+01+0.000000e+00j,2.607443e+02+0.000000e+00j,1.537305e+02+0.000000e+00j,-1.193259e+02+0.000000e+00j,-1.925084e+02+0.000000e+00j,-2.512713e+02+0.000000e+00j,-8.355567e+01+0.000000e+00j,-4.495188e+01+0.000000e+00j,-1.203385e+02+0.000000e+00j,-7.601660e+01+0.000000e+00j,2.582106e+02+0.000000e+00j,-1.471379e+02+0.000000e+00j,-8.917371e+00+0.000000e+00j,-2.647842e+01+0.000000e+00j,-1.027824e+02+0.000000e+00j,1.099521e+02+0.000000e+00j
2.890625e+01+0.000000e+00j,3.324367e-01+3.199581e-02j,2.362529e-01+1.597051e-02j,1.771362e-01-1.269800e-02j,1.418162e-01+4.924790e-03j,9.220238e-02-1.052814e-02j,-1.329849e-01+7.470825e-03j,-2.112028e-01-2.012174e-02j,-2.763577e-01-1.023430e-02j,-3.510309e-01-2.175807e-02j,-4.469715e-01-1.998377e-02j,-1.307646e+00-1.011057e-02j,-1.701407e+00-8.291495e-02j,-1.762176e+00-4.242034e-02j,-1.877269e+00-7.097495e-02j,-2.015264e+00+1.865475e-02j,-2.330221e+00-1.315685e-01j,-2.526947e+00-1.278002e-01j,-2.573124e+00-1.296552e-01j,-3.337856e+00-9.143247e-02j
2.968750e+01+0.000000e+00j,2.942230e-01-2.640503e-02j,2.529003e-01-3.727555e-02j,1.936890e-01-1.218523e-02j,1.810838e-01-6.359260e-03j,1.315714e-01-8.827191e-03j,-1.035656e-01-5.781870e-03j,-1.543506e-01-3.647594e-02j,-2.248726e-01-2.705168e-02j,-2.480203e-01-1.229244e-02j,-3.508413e-01-2.124885e-02j,-1.177153e+00-3.311371e-02j,-1.507667e+00-1.578901e-02j,-1.578798e+00-1.054183e-02j,-1.726266e+00-2.143660e-03j,-1.919485e+00-1.941550e-03j,-2.186008e+00-1.598701e-02j,-2.361865e+00-7.331859e-02j,-2.407667e+00-2.557599e-02j,-3.189123e+00-1.213550e-03j
3.046875e+01+0.000000e+00j,2.951460e-01+1.552647e-02j,2.261747e-01+1.704223e-02j,2.229230e-01+2.218026e-02j,1.667063e-01-4.132788e-03j,1.379383e-01-7.089573e-03j,-4.785962e-02-2.745377e-02j,-1.168085e-01+9.308556e-03j,-2.004437e-01-3.735288e-03j,-2.131924e-01+6.330310e-03j,-3.178795e-01-9.484882e-03j,-1.116025e+00-1.554980e-02j,-1.473223e+00+3.305537e-02j,-1.468976e+00+1.444157e-02j,-1.675764e+00-8.240272e-02j,-1.879370e+00+3.071739e-02j,-2.136762e+00-2.537380e-02j,-2.472301e+00-4.315773e-02j,-2.426041e+00-2.017773e-02j,-3.245344e+00+7.715330e-02j
3.125000e+01+0.000000e+00j,2.944911e-01-5.917752e-03j,2.663374e-01+1.757853e-02j,1.826540e-01+5.778435e-03j,1.510461e-01-1.908698e-02j,1.852131e-01+2.710237e-02j,-9.453315e-03-5.712792e-02j,-9.328005e-02+2.896621e-02j,-1.648594e-01-1.129195e-02j,-1.889567e-01-6.251093e-03j,-3.026914e-01-3.600508e-02j,-1.157603e+00-7.844050e-02j,-1.507576e+00+2.263900e-02j,-1.490057e+00-3.281655e-02j,-1.750572e+00-8.854250e-02j,-1.928028e+00-4.153221e-02j,-2.288488e+00-3.702444e-02j,-2.558477e+00-1.892805e-02j,-2.562204e+00-3.365050e-02j,-3.470809e+00+1.583733e-01j
3.203125e+01+0.000000e+00j,3.060626e-01-3.430741e-03j,2.250428e-01-1.236299e-03j,2.234159e-01+3.713760e-02j,1.602751e-01+1.631647e-02j,1.241132e-01-3.031949e-02j,-1.965870e-02-2.890416e-02j,-8.513304e-02-2.439528e-02j,-1.436603e-01-2.528875e-02j,-1.816009e-01+4.751035e-03j,-2.841154e-01-2.861417e-02j,-1.186536e+00+1.413117e-02j,-1.486704e+00+5.142970e-03j,-1.602151e+00-1.220960e-03j,-1.764302e+00-4.270581e-02j,-2.092900e+00+5.374950e-02j,-2.399256e+00-5.603957e-02j,-2.634239e+00+6.423796e-02j,-2.813779e+00+3.567792e-02j,-3.562406e+00+2.770987e-01j
3.281250e+01+0.000000e+00j,2.722014e-01+1.324372e-02j,2.333758e-01+1.207051e-02j,2.005317e-01-1.345135e-02j,1.859715e-01+7.242500e-05j,1.626156e-01-1.293916e-02j,-1.456555e-04-9.169535e-03j,-3.555326e-02-1.101759e-02j,-1.195231e-01+1.750632e-03j,-1.633285e-01-2.560035e-02j,-2.396165e-01-2.943431e-02j,-1.207934e+00-7.133185e-02j,-1.542003e+00-1.483333e-01j,-1.637738e+00-1.650224e-02j,-1.967524e+00-1.935535e-01j,-2.132078e+00-2.675883e-02j,-2.592186e+00-5.654360e-02j,-2.760036e+00-3.541980e-02j,-2.960978e+00-1.315741e-02j,-3.918595e+00-1.242141e-02j
3.359375e+01+0.000000e+00j,2.800862e-01+2.657100e-02j,2.409865e-01+6.010455e-04j,2.560862e-01+5.490047e-03j,2.218544e-01+1.905176e-02j,1.931845e-01+3.653328e-02j,4.350408e-02-1.208633e-02j,-1.568400e-05-1.755515e-03j,-1.093367e-01+1.037825e-02j,-1.409520e-01+6.680117e-03j,-2.053240e-01-2.824730e-02j,-1.284765e+00-2.432588e-02j,-1.792567e+00-6.082428e-02j,-1.894124e+00-1.170917e-01j,-2.148357e+00-1.363183e-01j,-2.541479e+00-5.393748e-02j,-2.887958e+00-2.121167e-01j,-3.309747e+00-1.280984e-01j,-3.359087e+00-1.676105e-01j,-4.544898e+00+4.811322e-02j
3.437500e+01+0.000000e+00j,2.788911e-01-1.051741e-02j,2.281771e-01+2.776526e-02j,2.266905e-01+4.284490e-03j,1.994854e-01-9.012835e-03j,1.686066e-01-1.098356e-02j,6.500768e-02+4.039078e-03j,5.359605e-03+4.401153e-02j,-2.153241e-02+1.402561e-02j,-9.318764e-02+1.099685e-02j,-1.803086e-01-1.117439e-02j,-1.380832e+00-8.952867e-02j,-1.941367e+00-1.053753e-01j,-1.976962e+00-1.672231e-01j,-2.459469e+00-1.840232e-01j,-2.757093e+00-2.382717e-01j,-3.380266e+00-1.433977e-01j,-3.943972e+00-1.586319e-01j,-3.915558e+00-2.651226e-02j,-5.385149e+00-9.096628e-02j
3.515625e+01+0.000000e+00j,2.812349e-01-9.949765e-03j,2.575096e-01+1.945960e-02j,2.654800e-01+5.262228e-02j,2.246674e-01+1.617338e-02j,2.063802e-01+2.670003e-02j,1.121698e-01+1.953147e-02j,9.640242e-02+2.774595e-03j,6.427515e-03+5.405258e-02j,-6.713424e-02+1.741389e-02j,-1.507503e-01-1.030900e-03j,-1.630549e+00-7.667322e-02j,-2.289945e+00-1.242327e-01j,-2.383930e+00-1.541783e-01j,-2.895760e+00-1.899779e-01j,-3.291955e+00-1.566225e-01j,-4.057452e+00-1.188458e-01j,-4.661074e+00+3.918315e-02j,-4.736491e+00-8.404706e-02j,-7.043367e+00-1.452599e-01j
3.593750e+01+0.000000e+00j,2.778063e-01+1.466473e-02j,2.393632e-01+7.206198e-03j,2.695508e-01+4.283095e-03j,2.852229e-01-7.222170e-03j,2.620813e-01+2.069400e-02j,2.116992e-01-9.270535e-04j,1.491382e-01+3.414064e-03j,1.054811e-01-1.403556e-02j,5.727164e-02-4.400794e-03j,-5.837158e-02+1.960555e-03j,-1.809309e+00+1.177630e-02j,-2.616119e+00+8.644817e-02j,-2.644227e+00+3.373616e-02j,-3.407425e+00-1.664242e-02j,-3.710968e+00+5.712325e-02j,-4.847899e+00+5.189874e-02j,-5.593858e+00+1.774966e-01j,-5.822999e+00+1.808092e-01j,-9.345495e+00+6.640540e-01j
3.671875e+01+0.000000e+00j,2.941633e-01+2.203865e-02j,2.787133e-01+2.325280e-02j,2.964986e-01+3.315401e-02j,3.015768e-01+1.194766e-02j,2.929878e-01+1.924633e-02j,3.333508e-01-2.051464e-02j,2.731018e-01+1.148215e-02j,2.426483e-01+2.119505e-04j,1.416313e-01-2.812389e-03j,5.212308e-02-1.189435e-02j,-2.089459e+00+7.138586e-02j,-3.138515e+00+1.720249e-01j,-3.283307e+00+1.149858e-01j,-4.232506e+00+2.516474e-01j,-4.834541e+00+3.028607e-01j,-6.038797e+00+5.219438e-01j,-7.122752e+00+6.571942e-01j,-7.478813e+00+8.264212e-01j,-1.419958e+01+2.713394e+00j
3.750000e+01+0.000000e+00j,2.956011e-01+5.293087e-03j,2.987202e-01+3.090604e-02j,3.468781e-01+1.080769e-02j,3.579544e-01+7.358885e-03j,3.703540e-01-3.635550e-03j,4.400972e-01+3.900341e-02j,4.600854e-01-3.621598e-02j,4.061623e-01-3.849279e-02j,3.292687e-01-4.475212e-02j,1.875727e-01-2.039350e-02j,-2.520522e+00+2.683929e-01j,-3.788813e+00+3.820510e-01j,-4.045333e+00+1.266065e-01j,-5.189033e+00+7.056713e-01j,-6.325292e+00+3.928459e-01j,-7.980227e+00+8.551621e-01j,-1.034378e+01+1.334577e+00j,-1.068994e+01+1.304908e+00j,-2.491360e+01+1.729830e+01j
3.828125e+01+0.000000e+00j,2.652978e-01+7.941428e-03j,3.278084e-01-2.734071e-03j,3.838968e-01+2.341349e-02j,4.275520e-01-8.625189e-03j,5.375651e-01+2.888670e-02j,7.382372e-01-2.322290e-03j,7.695426e-01-2.028782e-02j,6.353307e-01-4.260221e-02j,5.915386e-01-4.393002e-02j,4.592492e-01-4.206556e-02j,-3.338958e+00+1.992090e-01j,-5.196430e+00+2.669212e-01j,-5.326123e+00+2.531701e-01j,-7.398076e+00+1.725184e+00j,-9.075924e+00+1.024174e+00j,-1.338511e+01+3.690831e+00j,-1.746955e+01+1.091454e+01j,-1.753805e+01+1.288525e+01j,-9.312055e+00+1.985380e+01j
3.906250e+01+0.000000e+00j,3.229124e-01+8.571679e-03j,5.271691e-01-6.055451e-02j,7.047665e-01-1.211440e-01j,9.331882e-01-1.343913e-01j,1.199253e+00-1.844445e-01j,2.027366e+00-4.543870e-01j,2.100045e+00-5.522292e-01j,1.963934e+00-5.014477e-01j,1.800083e+00-4.563852e-01j,1.514765e+00-4.366760e-01j,-7.270486e+00+2.573621e+00j,-1.041468e+01+3.932637e+00j,-1.023775e+01+4.757153e+00j,-1.020467e+01+4.889717e+00j,-1.403418e+01+3.401582e+00j,-2.369924e+01+5.260722e+00j,-3.517552e+01+1.206935e+01j,-3.529704e+01+1.331708e+01j,2.077365e+01+3.021006e+01j
3.984375e+01+0.000000e+00j,2.592623e-01-1.861296e-02j,8.000086e-01-3.645674e-01j,1.315121e+00-8.894977e-01j,1.723900e+00-1.221481e+00j,2.183766e+00-1.474208e+00j,4.005110e+00-3.293081e+00j,4.311465e+00-3.786827e+00j,4.616131e+00-3.527521e+00j,4.313034e+00-3.658177e+00j,3.985616e+00-3.219778e+00j,-7.641167e+00+2.303384e+01j,-2.011458e+01+3.342191e+01j,-2.240076e+01+3.623479e+01j,8.323571e+00+4.130161e+01j,1.848788e+01+5.917592e+01j,3.642971e+01+3.495384e+01j,3.590308e+01+2.034080e+01j,3.581423e+01+2.008814e+01j,1.555903e+01+6.580759e+00j
4.062500e+01+0.000000e+00j,2.483339e-01-9.466526e-03j,-1.646912e-01-1.039567e-01j,-5.778338e-01-2.397452e-01j,-9.183884e-01-2.963119e-01j,-1.318169e+00-3.848105e-01j,-2.935400e+00-8.627899e-01j,-3.257982e+00-8.742615e-01j,-3.127544e+00-8.523444e-01j,-3.182367e+00-1.020372e+00j,-2.961128e+00-7.804146e-01j,5.853619e+00+1.411107e+00j,1.117228e+01+2.958529e+00j,1.095969e+01+2.987782e+00j,1.145118e+01+2.928222e+00j,1.370477e+01+3.622862e+00j,1.466861e+01+2.661766e+00j,1.511589e+01+2.975066e+00j,1.479492e+01+2.438912e+00j,1.044609e+01+2.971984e+00j
4.140625e+01+0.000000e+00j,2.508267e-01+2.392845e-03j,2.475545e-02-3.916456e-02j,-1.628093e-01-4.406910e-02j,-3.869411e-01-6.400562e-02j,-5.733761e-01-8.230141e-02j,-1.460346e+00-1.722924e-01j,-1.593957e+00-1.848086e-01j,-1.661950e+00-2.111933e-01j,-1.692271e+00-2.263960e-01j,-1.635915e+00-1.501976e-01j,2.587144e+00+3.374005e-01j,5.157366e+00+7.285762e-01j,5.313941e+00+7.470854e-01j,6.052111e+00+1.037205e+00j,7.613689e+00+1.128777e+00j,8.702078e+00+8.378640e-01j,9.369232e+00+8.746867e-01j,9.225226e+00+8.353867e-01j,8.059570e+00+1.513949e+00j
4.218750e+01+0.000000e+00j,2.682513e-01+4.282325e-04j,6.535964e-02-2.191157e-02j,-6.784846e-02-1.254328e-02j,-1.896232e-01-3.148107e-02j,-3.301423e-01-1.205958e-03j,-1.023439e+00-5.170300e-02j,-1.155178e+00+5.749815e-03j,-1.203893e+00-5.880788e-02j,-1.245735e+00-2.913741e-02j,-1.231558e+00-4.103392e-03j,1.459460e+00-3.158663e-02j,3.170588e+00+3.141810e-03j,3.225932e+00+1.355332e-01j,3.876168e+00+2.950297e-01j,4.916307e+00+2.675560e-01j,5.840401e+00+3.661492e-01j,6.586471e+00+3.598064e-01j,6.713064e+00+4.051092e-01j,6.493815e+00+1.150895e+00j
4.296875e+01+0.000000e+00j,2.608286e-01+2.911550e-03j,9.940787e-02-2.050593e-02j,1.902818e-02-2.508659e-02j,-1.464281e-01-1.285217e-02j,-2.513282e-01-2.628474e-02j,-8.625500e-01-2.122248e-03j,-9.747734e-01+8.190278e-02j,-1.017521e+00+7.957172e-02j,-1.024478e+00+6.886120e-02j,-1.035693e+00+5.464300e-02j,9.382830e-01-1.076226e-01j,2.300891e+00-2.339843e-01j,2.458051e+00+4.056941e-02j,2.831558e+00-1.075290e-01j,3.854596e+00+1.210411e-01j,4.475111e+00-1.398281e-01j,5.429835e+00-4.225178e-02j,5.292148e+00-1.005511e-01j,5.499036e+00+2.987179e-01j
4.375000e+01+0.000000e+00j,1.713139e-01-6.282058e-02j,1.824884e-02+2.354750e-02j,-6.006035e-02-5.200947e-02j,-1.470093e-01+3.236805e-02j,-1.993666e-01+6.573620e-02j,-6.862313e-01+1.078823e-01j,-7.354825e-01+1.857140e-01j,-7.447537e-01+1.711596e-01j,-8.057650e-01+1.367357e-01j,-7.984845e-01+1.545492e-01j,6.259838e-01-4.627945e-02j,1.600370e+00-1.934434e-01j,1.665385e+00-2.169051e-01j,2.195193e+00-2.387007e-01j,2.792021e+00-3.824880e-01j,3.352096e+00-6.942374e-01j,3.896625e+00-7.427622e-01j,3.981279e+00-7.521910e-01j,4.521931e+00-4.209177e-01j
4.453125e+01+0.000000e+00j,2.106633e-01+1.632794e-01j,1.876653e-01+1.570986e-01j,7.533218e-02+1.893640e-01j,1.404677e-02+9.912403e-02j,-1.161160e-01+1.253134e-01j,-4.837386e-01+1.059382e-01j,-5.524509e-01+1.082475e-02j,-5.167848e-01-3.727743e-02j,-5.883676e-01-7.354011e-02j,-6.333203e-01-4.538441e-02j,3.813870e-01+7.532500e-04j,1.017555e+00+5.205304e-02j,1.031500e+00+5.316393e-02j,1.497520e+00+3.678073e-02j,1.856178e+00+8.114822e-02j,2.314121e+00-5.167158e-02j,2.708964e+00+3.411153e-02j,2.696090e+00-9.680800e-02j,3.267580e+00+2.166289e-01j
4.531250e+01+0.000000e+00j,3.311777e-01+5.699637e-02j,2.523866e-01+3.667864e-02j,1.259012e-01+4.136556e-02j,6.149931e-02+2.587140e-02j,-3.998172e-02+1.147692e-02j,-3.948998e-01+1.145049e-02j,-5.125898e-01+2.078056e-02j,-5.879258e-01-2.070466e-02j,-6.419675e-01-4.772439e-02j,-6.723390e-01-4.386439e-02j,2.157081e-01+5.997290e-03j,8.479919e-01+7.945516e-02j,9.131286e-01+4.380120e-02j,1.260439e+00+1.236505e-01j,1.617908e+00+5.514106e-02j,2.149320e+00+1.814492e-01j,2.488180e+00+1.243221e-01j,2.618586e+00+1.072051e-01j,3.157996e+00+2.938317e-01j
4.609375e+01+0.000000e+00j,2.864848e-01+1.473377e-02j,2.041933e-01+2.018892e-02j,1.229725e-01-3.733150e-03j,1.837322e-02-1.135712e-02j,-5.473791e-02-2.473687e-02j,-4.208999e-01-1.970650e-02j,-4.894013e-01-1.115525e-02j,-5.830856e-01-3.447641e-02j,-6.064652e-01-7.071934e-02j,-6.708242e-01-4.822561e-02j,1.681181e-01+6.453987e-03j,7.662111e-01+7.681109e-02j,8.181928e-01+5.023285e-02j,1.097936e+00+9.439882e-02j,1.516387e+00+7.692873e-02j,1.886722e+00+1.067885e-01j,2.285245e+00+6.770837e-02j,2.291961e+00+1.733201e-01j,2.906637e+00+2.518617e-01j
4.687500e+01+0.000000e+00j,2.867895e-01+4.422844e-03j,2.071054e-01+3.173916e-03j,9.269339e-02-7.461331e-04j,3.198351e-02-4.139523e-03j,-5.568280e-02-1.003274e-02j,-4.160050e-01-6.019094e-02j,-5.164488e-01-8.171598e-03j,-5.832221e-01-5.703740e-02j,-6.483026e-01-8.341731e-02j,-6.704667e-01-5.119160e-02j,7.129339e-02-2.129215e-02j,6.599119e-01+4.213247e-02j,6.769764e-01+2.683940e-02j,9.740355e-01+4.244254e-02j,1.305644e+00+5.650519e-02j,1.739708e+00+1.322296e-01j,2.005877e+00+1.317179e-01j,2.150929e+00+1.764516e-01j,2.798160e+00+2.737792e-01j
4.765625e+01+0.000000e+00j,2.600197e-01+1.352322e-03j,1.884524e-01-3.127404e-03j,1.065896e-01+1.617632e-02j,1.492833e-02-1.091936e-02j,-2.916279e-02+4.469167e-03j,-4.055074e-01-2.831905e-02j,-4.758370e-01-1.091102e-02j,-5.563202e-01-1.303268e-02j,-6.176425e-01-4.387067e-02j,-6.399392e-01-6.023095e-03j,-6.216665e-03-1.833277e-02j,5.403170e-01+1.183679e-02j,5.347941e-01+4.243858e-02j,8.609800e-01+1.142298e-02j,1.186924e+00+9.558658e-02j,1.573912e+00+5.488304e-02j,1.915195e+00+1.795467e-01j,1.989708e+00+8.990674e-02j,2.607226e+00+1.051258e-01j
4.843750e+01+0.000000e+00j,2.491898e-01-2.363599e-03j,1.851224e-01+6.652264e-03j,1.022190e-01-5.674623e-03j,4.000474e-02+1.953116e-03j,-3.857399e-02-1.355159e-02j,-3.865551e-01-1.127895e-04j,-4.505558e-01+1.433934e-02j,-5.378176e-01-2.595651e-02j,-6.047622e-01-4.711255e-02j,-6.347339e-01-1.783833e-02j,-4.918928e-02-5.918543e-03j,4.330396e-01+4.880797e-03j,4.982793e-01+4.655279e-03j,7.525423e-01+5.154457e-03j,1.115356e+00+3.285256e-02j,1.430747e+00+1.923810e-02j,1.803612e+00+3.907906e-02j,1.803842e+00+4.421285e-02j,2.387189e+00+7.323244e-02j
4.921875e+01+0.000000e+00j,2.523378e-01-1.212807e-02j,1.869587e-01+2.307706e-02j,1.034467e-01-2.463519e-02j,4.620072e-02-6.923001e-03j,-4.715109e-02-2.544630e-03j,-3.554087e-01+8.257676e-03j,-4.140303e-01-1.213495e-02j,-5.207512e-01+3.134094e-03j,-5.655887e-01-2.807093e-02j,-6.040707e-01-3.401036e-02j,-7.623830e-02+2.269716e-02j,3.279379e-01+3.572917e-02j,4.227741e-01-1.277818e-03j,6.512294e-01+6.208876e-02j,9.722210e-01+2.358393e-03j,1.341253e+00+3.822818e-02j,1.655015e+00+3.873184e-02j,1.687908e+00+2.117882e-02j,2.216835e+00+9.677843e-02j
5.000000e+01+0.000000e+00j,2.633961e-01-5.895975e-04j,1.831658e-01-1.016113e-02j,1.311034e-01-7.548649e-03j,3.838105e-02-1.025320e-03j,-3.241535e-03-1.148768e-03j,-3.942442e-01+1.136668e-02j,-4.123576e-01-1.429897e-02j,-5.118112e-01-5.556984e-03j,-5.605502e-01-6.942790e-04j,-6.055857e-01+1.104510e-02j,-1.595306e-01+1.189078e-02j,2.604148e-01+5.158440e-02j,3.106840e-01+4.743790e-03j,5.438624e-01+5.743352e-02j,8.356736e-01-1.965283e-02j,1.201428e+00+3.512282e-02j,1.482411e+00+2.403581e-02j,1.592455e+00+1.704435e-02j,2.070035e+00+9.622208e-02j
5.078125e+01+0.000000e+00j,2.477992e-01-5.619339e-03j,1.814362e-01-7.190777e-03j,1.087670e-01-4.317326e-03j,6.990991e-02+6.221633e-03j,-3.300089e-02-4.674406e-03j,-3.426480e-01-3.607211e-03j,-3.832511e-01-5.916760e-03j,-4.768151e-01+7.856221e-03j,-5.707058e-01-3.982720e-03j,-6.007932e-01+5.671973e-03j,-2.100811e-01+3.233949e-03j,1.820035e-01+8.968707e-03j,2.401191e-01+3.464076e-02j,4.741296e-01+3.406863e-02j,7.305477e-01+6.279359e-02j,1.103854e+00+6.159653e-02j,1.432179e+00+6.395881e-02j,1.473850e+00+3.912404e-02j,1.926964e+00+1.032381e-01j
5.156250e+01+0.000000e+00j,2.535745e-01+3.364710e-04j,1.865653e-01+5.372640e-04j,1.062734e-01+1.129716e-02j,5.419654e-02-3.900867e-03j,-3.862200e-04+7.468045e-03j,-3.223732e-01-1.191524e-02j,-3.844482e-01+1.329724e-03j,-4.630337e-01-1.764528e-02j,-5.354180e-01+1.596493e-02j,-5.893747e-01+7.678753e-03j,-2.253017e-01+1.732120e-03j,1.299742e-01+8.049544e-03j,1.757917e-01+5.714289e-03j,4.047004e-01+2.935307e-02j,6.341624e-01+1.038376e-02j,1.037046e+00+2.566215e-02j,1.314363e+00+4.438654e-02j,1.369114e+00+2.012823e-02j,1.846037e+00+8.892991e-02j
5.234375e+01+0.000000e+00j,2.487620e-01-1.513169e-03j,1.841453e-01-1.958113e-02j,1.140905e-01+1.646864e-02j,5.127989e-02-1.224532e-02j,2.717589e-03-2.660385e-02j,-3.063898e-01-7.147954e-03j,-3.702963e-01-1.471444e-02j,-4.511944e-01-2.100060e-02j,-5.106855e-01+1.249581e-03j,-5.617493e-01+4.745105e-03j,-2.279475e-01+1.384713e-02j,1.148193e-01+3.691315e-02j,1.260237e-01+2.938838e-02j,3.774469e-01+9.243977e-03j,5.705049e-01+3.417436e-02j,9.325705e-01+7.385470e-03j,1.211098e+00+4.526961e-02j,1.276668e+00-2.278998e-03j,1.738085e+00+6.433822e-02j
5.312500e+01+0.000000e+00j,2.389999e-01-2.729734e-03j,1.750679e-01+8.248408e-03j,1.139372e-01-9.448824e-03j,4.544578e-02-1.082423e-02j,-1.749001e-03-1.467148e-02j,-3.144270e-01+1.156223e-02j,-3.748671e-01-1.761390e-02j,-4.721985e-01+1.965353e-02j,-5.155312e-01+9.155558e-03j,-5.676565e-01-1.104278e-02j,-2.786169e-01-2.013548e-02j,6.010233e-02+2.228997e-02j,1.144620e-01+4.091391e-02j,3.370722e-01+6.509090e-04j,5.797948e-01+3.624313e-02j,8.668556e-01-1.993849e-03j,1.178085e+00-1.992401e-04j,1.175809e+00+2.345463e-02j,1.680369e+00+7.038829e-02j
5.390625e+01+0.000000e+00j,2.415884e-01+2.121331e-02j,1.992116e-01+1.272570e-02j,1.275330e-01+1.250600e-02j,4.131439e-02+6.127706e-03j,-3.853982e-03-1.043406e-02j,-3.383812e-01-1.921113e-02j,-3.743920e-01-7.083550e-05j,-4.592323e-01+1.271918e-03j,-5.197494e-01+4.601110e-04j,-5.668663e-01+1.471170e-02j,-3.094410e-01-1.780446e-02j,3.620687e-02-5.752922e-03j,7.343785e-02-1.386449e-02j,2.469693e-01+8.370805e-03j,5.083768e-01-2.458100e-03j,7.897281e-01+3.431994e-02j,1.064782e+00-5.679910e-03j,1.125670e+00+5.763047e-02j,1.574421e+00+4.605331e-02j
5.468750e+01+0.000000e+00j,2.648170e-01+7.364653e-03j,1.849593e-01+1.208145e-02j,1.122410e-01-1.087240e-03j,6.003055e-02+1.200991e-02j,-7.866145e-03+8.311414e-03j,-3.128781e-01-1.579052e-02j,-3.592925e-01-2.316263e-02j,-4.288171e-01-1.879468e-02j,-5.003003e-01-4.187611e-04j,-5.887074e-01-1.010207e-02j,-3.455265e-01+3.747300e-03j,-1.137565e-02+5.273873e-03j,2.053517e-02+1.434202e-02j,1.873447e-01+5.126363e-02j,4.321656e-01+3.755128e-02j,7.888346e-01+4.450658e-02j,9.977798e-01+6.575316e-02j,1.099219e+00+2.602829e-02j,1.518045e+00+9.379966e-02j
5.546875e+01+0.000000e+00j,2.523438e-01+2.017389e-02j,1.830958e-01-1.575757e-02j,1.291886e-01-6.528396e-03j,5.511997e-02+9.242040e-03j,-1.127164e-02+3.735305e-03j,-3.015886e-01-8.739027e-03j,-3.521639e-01-9.971044e-03j,-4.242261e-01-1.310861e-02j,-4.980257e-01-1.745771e-02j,-5.582861e-01-2.871195e-03j,-3.529331e-01-1.211158e-02j,-4.163958e-02-1.993771e-02j,1.432432e-02-1.326958e-03j,1.534147e-01-1.163536e-02j,4.249319e-01-2.344493e-02j,7.069321e-01+4.009698e-02j,9.653951e-01-4.028213e-03j,1.004085e+00+5.130261e-02j,1.465770e+00+7.601803e-02j
5.625000e+01+0.000000e+00j,2.405617e-01-6.472635e-03j,1.706549e-01+1.298772e-02j,1.147849e-01+9.055081e-03j,6.584152e-02-1.254537e-02j,9.680169e-03+3.701319e-03j,-2.951634e-01+9.506166e-03j,-3.442912e-01-3.056200e-04j,-4.258869e-01+5.770343e-03j,-4.841980e-01+1.166519e-03j,-5.508189e-01-4.130528e-03j,-3.774521e-01+1.288734e-02j,-7.412254e-02+1.646827e-02j,-5.816210e-02+1.147215e-02j,1.276299e-01+1.892999e-02j,3.428698e-01-2.830132e-02j,6.662904e-01+1.856151e-02j,9.061561e-01+3.693680e-02j,9.710539e-01+3.396451e-02j,1.394863e+00+8.437989e-02j
5.703125e+01+0.000000e+00j,2.408558e-01+1.251597e-02j,1.808388e-01-1.678234e-02j,1.103524e-01-2.061434e-02j,4.370079e-02-1.299129e-02j,1.437427e-02+8.669471e-03j,-2.952975e-01+1.041117e-02j,-3.524862e-01-4.331943e-03j,-4.262841e-01+1.092023e-02j,-4.955290e-01+8.560585e-04j,-5.607195e-01+8.580505e-03j,-3.903784e-01-2.848418e-03j,-8.346407e-02-3.677249e-03j,-4.205042e-02-1.534344e-02j,1.154624e-01-9.197293e-03j,3.593834e-01-1.654302e-02j,5.813664e-01+6.762941e-03j,8.784057e-01-4.839150e-04j,8.919101e-01+2.205815e-02j,1.369657e+00+9.105963e-02j
5.781250e+01+0.000000e+00j,2.469688e-01-3.413886e-03j,1.847629e-01-6.040896e-03j,1.270642e-01-2.971627e-03j,6.857389e-02+1.400796e-03j,1.167479e-02+1.396684e-02j,-2.792177e-01-1.255113e-02j,-3.501897e-01-2.370635e-02j,-4.329746e-01-2.594680e-03j,-4.686457e-01-1.773199e-02j,-5.646642e-01+9.765750e-05j,-4.205064e-01-9.818865e-03j,-1.290476e-01-1.340772e-02j,-1.134942e-01-1.678387e-02j,7.330017e-02+2.027250e-03j,2.968571e-01+4.534650e-02j,5.821211e-01+2.797478e-02j,8.540921e-01+5.292548e-02j,8.838563e-01+3.888561e-02j,1.365052e+00+1.517680e-01j
